,Unnamed: 0,question,correct_answer,guess,buzz,sentence_count,guess_word_count,guess_has_paren,guess_length,guess_entity
3896,3896,".In this work, a cherry on a string attached to a stick is hung in front of a flying animal, while on the right, a pig is comically dressed in a nun's outfit. A cave expelling many birds and a pink fountain can be seen on its left side, while in this work's center people ride various animals around a circular lake. Although this work's right panel depicts torture and the horrors of Hell, the majority of this painted work depicts a (*) paradise filled with extravagance in contrast with the simplicity of Eden. For 10 points, name this triptych by Hieronymus Bosch",The {Garden} of {Earthly Delights},The_Garden_of_Earthly_Delights,True,5,5,0,30,"{'entity': 'I-LOC', 'score': 0.5388216, 'index': 1, 'word': 'The', 'start': 0, 'end': 3}"
3897,3897,".In this work, a cherry on a string attached to a stick is hung in front of a flying animal, while on the right, a pig is comically dressed in a nun's outfit. A cave expelling many birds and a pink fountain can be seen on its left side, while in this work's center people ride various animals around a circular lake. Although this work's right panel depicts torture and the horrors of Hell, the majority of this painted work depicts a (*) paradise filled with extravagance in contrast with the simplicity of Eden. For 10 points, name this triptych by Hieronymus Bosch.",The {Garden} of {Earthly Delights},The_Garden_of_Earthly_Delights,True,6,5,0,30,"{'entity': 'I-LOC', 'score': 0.5388216, 'index': 1, 'word': 'The', 'start': 0, 'end': 3}"
3898,3898,"In this work, a cherry on a string attached to a stick is hung in front of a flying animal, while on the right, a pig is comically dressed in a nun's outfit. A cave expelling many birds and a pink fountain can be seen on its left side, while in this work's center people ride various animals around a circular lake. Although this work's right panel depicts torture and the horrors of Hell, the majority of this painted work depicts a (*) paradise filled with extravagance in contrast with the simplicity of Eden. For 10 points, name this triptych by Hieronymus Bosch.",The {Garden} of {Earthly Delights},The_Garden_of_Earthly_Delights,True,5,5,0,30,"{'entity': 'I-LOC', 'score': 0.5388216, 'index': 1, 'word': 'The', 'start': 0, 'end': 3}"
3899,3899,".This poet wrote about ""white night-gowns,"" none of which are ""purple with green rings,"" in the poem ""Disillusionment of Ten O'Clock",Wallace {Stevens},Green,False,2,1,0,5,"{'entity': 'I-ORG', 'score': 0.43591043, 'index': 1, 'word': 'Green', 'start': 0, 'end': 5}"
3900,3900,".This poet wrote about ""white night-gowns,"" none of which are ""purple with green rings,"" in the poem ""Disillusionment of Ten O'Clock."" He wrote about Crispin's journey of self-discovery in ""The Comedian as the Letter C",Wallace {Stevens},Green,False,3,1,0,5,"{'entity': 'I-ORG', 'score': 0.43591043, 'index': 1, 'word': 'Green', 'start': 0, 'end': 5}"
3901,3901,".This poet wrote about ""white night-gowns,"" none of which are ""purple with green rings,"" in the poem ""Disillusionment of Ten O'Clock."" He wrote about Crispin's journey of self-discovery in ""The Comedian as the Letter C."" He also wrote a poem in which ""the only moving thing / was the eye of"" the title (*) bird and a poem in which ""the only emperor is"" the title figure",Wallace {Stevens},Elegy_Written_in_a_Country_Churchyard,False,4,6,0,37,
3902,3902,".This poet wrote about ""white night-gowns,"" none of which are ""purple with green rings,"" in the poem ""Disillusionment of Ten O'Clock."" He wrote about Crispin's journey of self-discovery in ""The Comedian as the Letter C."" He also wrote a poem in which ""the only moving thing / was the eye of"" the title (*) bird and a poem in which ""the only emperor is"" the title figure. For 10 points, name this poet of ""Thirteen Ways of Looking at a Blackbird"" and ""The Emperor of Ice-Cream",Wallace {Stevens},Thirteen_Ways_of_Looking_at_a_Blackbird,False,5,7,0,39,"{'entity': 'I-MISC', 'score': 0.50452995, 'index': 1, 'word': 'Thirteen', 'start': 0, 'end': 8}"
3903,3903,".This poet wrote about ""white night-gowns,"" none of which are ""purple with green rings,"" in the poem ""Disillusionment of Ten O'Clock."" He wrote about Crispin's journey of self-discovery in ""The Comedian as the Letter C."" He also wrote a poem in which ""the only moving thing / was the eye of"" the title (*) bird and a poem in which ""the only emperor is"" the title figure. For 10 points, name this poet of ""Thirteen Ways of Looking at a Blackbird"" and ""The Emperor of Ice-Cream.""",Wallace {Stevens},Thirteen_Ways_of_Looking_at_a_Blackbird,False,6,7,0,39,"{'entity': 'I-MISC', 'score': 0.50452995, 'index': 1, 'word': 'Thirteen', 'start': 0, 'end': 8}"
3904,3904,"This poet wrote about ""white night-gowns,"" none of which are ""purple with green rings,"" in the poem ""Disillusionment of Ten O'Clock."" He wrote about Crispin's journey of self-discovery in ""The Comedian as the Letter C."" He also wrote a poem in which ""the only moving thing / was the eye of"" the title (*) bird and a poem in which ""the only emperor is"" the title figure. For 10 points, name this poet of ""Thirteen Ways of Looking at a Blackbird"" and ""The Emperor of Ice-Cream.""",Wallace {Stevens},Thirteen_Ways_of_Looking_at_a_Blackbird,False,5,7,0,39,"{'entity': 'I-MISC', 'score': 0.50452995, 'index': 1, 'word': 'Thirteen', 'start': 0, 'end': 8}"
3905,3905,".This composer's fourth symphony opens with a fanfare which he identified as the ""fate"" theme",Pyotr Ilyich {Tchaikovsky},Symphony_No._3_(Beethoven),False,2,4,1,26,"{'entity': 'I-MISC', 'score': 0.741765, 'index': 3, 'word': 'No', 'start': 9, 'end': 11}"
3906,3906,".This composer's fourth symphony opens with a fanfare which he identified as the ""fate"" theme. This composer of the Variations on a Rococo Theme and a first piano concerto rejected by Nikolai Rubenstein dedicated that fourth symphony to his patroness, Nadezhda von Meck",Pyotr Ilyich {Tchaikovsky},Symphony_No._3_(Beethoven),False,3,4,1,26,"{'entity': 'I-MISC', 'score': 0.741765, 'index': 3, 'word': 'No', 'start': 9, 'end': 11}"
3907,3907,".This composer's fourth symphony opens with a fanfare which he identified as the ""fate"" theme. This composer of the Variations on a Rococo Theme and a first piano concerto rejected by Nikolai Rubenstein dedicated that fourth symphony to his patroness, Nadezhda von Meck. He is also known for a ballet about a curse which turns Odette into the title (*) bird, and one named after a toy owned by Clara which turns into a prince",Pyotr Ilyich {Tchaikovsky},Symphony_No._3_(Beethoven),False,4,4,1,26,"{'entity': 'I-MISC', 'score': 0.741765, 'index': 3, 'word': 'No', 'start': 9, 'end': 11}"
3908,3908,".This composer's fourth symphony opens with a fanfare which he identified as the ""fate"" theme. This composer of the Variations on a Rococo Theme and a first piano concerto rejected by Nikolai Rubenstein dedicated that fourth symphony to his patroness, Nadezhda von Meck. He is also known for a ballet about a curse which turns Odette into the title (*) bird, and one named after a toy owned by Clara which turns into a prince. For 10 points, name this composer of Swan Lake and The Nutcracker",Pyotr Ilyich {Tchaikovsky},Swan_Lake,False,5,2,0,9,"{'entity': 'I-LOC', 'score': 0.5964632, 'index': 1, 'word': 'Swan', 'start': 0, 'end': 4}"
3909,3909,".This composer's fourth symphony opens with a fanfare which he identified as the ""fate"" theme. This composer of the Variations on a Rococo Theme and a first piano concerto rejected by Nikolai Rubenstein dedicated that fourth symphony to his patroness, Nadezhda von Meck. He is also known for a ballet about a curse which turns Odette into the title (*) bird, and one named after a toy owned by Clara which turns into a prince. For 10 points, name this composer of Swan Lake and The Nutcracker.",Pyotr Ilyich {Tchaikovsky},Swan_Lake,False,6,2,0,9,"{'entity': 'I-LOC', 'score': 0.5964632, 'index': 1, 'word': 'Swan', 'start': 0, 'end': 4}"
3910,3910,"This composer's fourth symphony opens with a fanfare which he identified as the ""fate"" theme. This composer of the Variations on a Rococo Theme and a first piano concerto rejected by Nikolai Rubenstein dedicated that fourth symphony to his patroness, Nadezhda von Meck. He is also known for a ballet about a curse which turns Odette into the title (*) bird, and one named after a toy owned by Clara which turns into a prince. For 10 points, name this composer of Swan Lake and The Nutcracker.",Pyotr Ilyich {Tchaikovsky},Swan_Lake,False,5,2,0,9,"{'entity': 'I-LOC', 'score': 0.5964632, 'index': 1, 'word': 'Swan', 'start': 0, 'end': 4}"
3911,3911,".This poet described God as the one who ""fixed thee ‘mid this dance, of plastic circumstance"" in a poem about a Spanish religious leader",{Robert Browning} [prompt on {Browning}],Sonnets_from_the_Portuguese,False,2,4,0,27,"{'entity': 'I-MISC', 'score': 0.99890864, 'index': 8, 'word': 'Portuguese', 'start': 17, 'end': 27}"
3912,3912,".This poet described God as the one who ""fixed thee ‘mid this dance, of plastic circumstance"" in a poem about a Spanish religious leader. Another of his narrators proclaims ""all her hair, in one long yellow string I wound, three times her little throat around"" in describing the murder of Porphyria (poor-FEAR-ee-uh)",{Robert Browning} [prompt on {Browning}],Yellow,False,3,1,0,6,
3913,3913,".This poet described God as the one who ""fixed thee ‘mid this dance, of plastic circumstance"" in a poem about a Spanish religious leader. Another of his narrators proclaims ""all her hair, in one long yellow string I wound, three times her little throat around"" in describing the murder of Porphyria (poor-FEAR-ee-uh). This author of (*) ""Rabbi Ben Ezra"" also created a narrator who recalls the ""gift of a nine-hundred-years-old name"" while looking at a portrait by Fra Pandolf",{Robert Browning} [prompt on {Browning}],Yellow,False,4,1,0,6,
3914,3914,".This poet described God as the one who ""fixed thee ‘mid this dance, of plastic circumstance"" in a poem about a Spanish religious leader. Another of his narrators proclaims ""all her hair, in one long yellow string I wound, three times her little throat around"" in describing the murder of Porphyria (poor-FEAR-ee-uh). This author of (*) ""Rabbi Ben Ezra"" also created a narrator who recalls the ""gift of a nine-hundred-years-old name"" while looking at a portrait by Fra Pandolf. For 10 points, name this writer of ""My Last Duchess,"" the husband of fellow poet Elizabeth Barrett",{Robert Browning} [prompt on {Browning}],Elizabeth_Barrett_Browning,False,5,3,0,26,"{'entity': 'I-MISC', 'score': 0.813621, 'index': 1, 'word': 'Elizabeth', 'start': 0, 'end': 9}"
3915,3915,".This poet described God as the one who ""fixed thee ‘mid this dance, of plastic circumstance"" in a poem about a Spanish religious leader. Another of his narrators proclaims ""all her hair, in one long yellow string I wound, three times her little throat around"" in describing the murder of Porphyria (poor-FEAR-ee-uh). This author of (*) ""Rabbi Ben Ezra"" also created a narrator who recalls the ""gift of a nine-hundred-years-old name"" while looking at a portrait by Fra Pandolf. For 10 points, name this writer of ""My Last Duchess,"" the husband of fellow poet Elizabeth Barrett.",{Robert Browning} [prompt on {Browning}],Elizabeth_Barrett_Browning,False,6,3,0,26,"{'entity': 'I-MISC', 'score': 0.813621, 'index': 1, 'word': 'Elizabeth', 'start': 0, 'end': 9}"
3916,3916,"This poet described God as the one who ""fixed thee ‘mid this dance, of plastic circumstance"" in a poem about a Spanish religious leader. Another of his narrators proclaims ""all her hair, in one long yellow string I wound, three times her little throat around"" in describing the murder of Porphyria (poor-FEAR-ee-uh). This author of (*) ""Rabbi Ben Ezra"" also created a narrator who recalls the ""gift of a nine-hundred-years-old name"" while looking at a portrait by Fra Pandolf. For 10 points, name this writer of ""My Last Duchess,"" the husband of fellow poet Elizabeth Barrett.",{Robert Browning} [prompt on {Browning}],Elizabeth_Barrett_Browning,False,5,3,0,26,"{'entity': 'I-MISC', 'score': 0.813621, 'index': 1, 'word': 'Elizabeth', 'start': 0, 'end': 9}"
3917,3917,.This character prizes a picture of a lady in a fur hat and fur boa,{Gregor Samsa} [accept either name],Uncertainty_principle,False,2,2,0,21,
3918,3918,".This character prizes a picture of a lady in a fur hat and fur boa. At the beginning of the work in which he appears, he has missed the five o'clock train and worries about catching the seven o'clock train",{Gregor Samsa} [accept either name],Circadian_rhythm,False,3,2,0,16,"{'entity': 'I-MISC', 'score': 0.86546916, 'index': 1, 'word': 'C', 'start': 0, 'end': 1}"
3919,3919,".This character prizes a picture of a lady in a fur hat and fur boa. At the beginning of the work in which he appears, he has missed the five o'clock train and worries about catching the seven o'clock train. Later, he receives a wound from an apple, and he is confined to his room while his family takes in lodgers in an attempt to replace the income he used to earn as a traveling (*) salesman",{Gregor Samsa} [accept either name],Travelling_salesman_problem,False,4,3,0,27,
3920,3920,".This character prizes a picture of a lady in a fur hat and fur boa. At the beginning of the work in which he appears, he has missed the five o'clock train and worries about catching the seven o'clock train. Later, he receives a wound from an apple, and he is confined to his room while his family takes in lodgers in an attempt to replace the income he used to earn as a traveling (*) salesman. For 10 points, name this character who upon waking discovers he has been turned into a ""monstrous vermin"" in Franz Kafka's The Metamorphosis",{Gregor Samsa} [accept either name],Franz_Kafka,False,5,2,0,11,"{'entity': 'I-PER', 'score': 0.9966787, 'index': 1, 'word': 'Franz', 'start': 0, 'end': 5}"
3921,3921,".This character prizes a picture of a lady in a fur hat and fur boa. At the beginning of the work in which he appears, he has missed the five o'clock train and worries about catching the seven o'clock train. Later, he receives a wound from an apple, and he is confined to his room while his family takes in lodgers in an attempt to replace the income he used to earn as a traveling (*) salesman. For 10 points, name this character who upon waking discovers he has been turned into a ""monstrous vermin"" in Franz Kafka's The Metamorphosis.",{Gregor Samsa} [accept either name],Franz_Kafka,False,6,2,0,11,"{'entity': 'I-PER', 'score': 0.9966787, 'index': 1, 'word': 'Franz', 'start': 0, 'end': 5}"
3922,3922,"This character prizes a picture of a lady in a fur hat and fur boa. At the beginning of the work in which he appears, he has missed the five o'clock train and worries about catching the seven o'clock train. Later, he receives a wound from an apple, and he is confined to his room while his family takes in lodgers in an attempt to replace the income he used to earn as a traveling (*) salesman. For 10 points, name this character who upon waking discovers he has been turned into a ""monstrous vermin"" in Franz Kafka's The Metamorphosis.",{Gregor Samsa} [accept either name],Franz_Kafka,False,5,2,0,11,"{'entity': 'I-PER', 'score': 0.9966787, 'index': 1, 'word': 'Franz', 'start': 0, 'end': 5}"
3923,3923,".In this novel, one character's attempt to see the title character in a parade ends with her carriage being damaged by the title character's wife's servants",The Tale of {Genji} [or {Genji} Monogatari],The_Heart_Is_a_Lonely_Hunter,False,2,6,0,28,"{'entity': 'I-MISC', 'score': 0.6187491, 'index': 3, 'word': 'Heart', 'start': 4, 'end': 9}"
3924,3924,".In this novel, one character's attempt to see the title character in a parade ends with her carriage being damaged by the title character's wife's servants. Another character is always given away by his plum blossom scent",The Tale of {Genji} [or {Genji} Monogatari],The_Nutcracker,False,3,2,0,14,"{'entity': 'I-MISC', 'score': 0.96729773, 'index': 1, 'word': 'The', 'start': 0, 'end': 3}"
3925,3925,".In this novel, one character's attempt to see the title character in a parade ends with her carriage being damaged by the title character's wife's servants. Another character is always given away by his plum blossom scent. The latter character is Kaoru and the former is the Lady Rakujo, whose spirit possesses Lady Aoi and a character who shares her name with this work's (*) author",The Tale of {Genji} [or {Genji} Monogatari],Lady_Chatterley's_Lover,False,4,3,0,23,"{'entity': 'I-PER', 'score': 0.77517414, 'index': 1, 'word': 'Lady', 'start': 0, 'end': 4}"
3926,3926,".In this novel, one character's attempt to see the title character in a parade ends with her carriage being damaged by the title character's wife's servants. Another character is always given away by his plum blossom scent. The latter character is Kaoru and the former is the Lady Rakujo, whose spirit possesses Lady Aoi and a character who shares her name with this work's (*) author. The title character is the son of the Emperor and a concubine",The Tale of {Genji} [or {Genji} Monogatari],Lady_Chatterley's_Lover,False,5,3,0,23,"{'entity': 'I-PER', 'score': 0.77517414, 'index': 1, 'word': 'Lady', 'start': 0, 'end': 4}"
3927,3927,".In this novel, one character's attempt to see the title character in a parade ends with her carriage being damaged by the title character's wife's servants. Another character is always given away by his plum blossom scent. The latter character is Kaoru and the former is the Lady Rakujo, whose spirit possesses Lady Aoi and a character who shares her name with this work's (*) author. The title character is the son of the Emperor and a concubine. For 10 points, name this Japanese novel about Heian court life, written by Murasaki Shikibu",The Tale of {Genji} [or {Genji} Monogatari],The_Tale_of_Genji,True,6,4,0,17,"{'entity': 'I-MISC', 'score': 0.79679227, 'index': 1, 'word': 'The', 'start': 0, 'end': 3}"
3928,3928,".In this novel, one character's attempt to see the title character in a parade ends with her carriage being damaged by the title character's wife's servants. Another character is always given away by his plum blossom scent. The latter character is Kaoru and the former is the Lady Rakujo, whose spirit possesses Lady Aoi and a character who shares her name with this work's (*) author. The title character is the son of the Emperor and a concubine. For 10 points, name this Japanese novel about Heian court life, written by Murasaki Shikibu.",The Tale of {Genji} [or {Genji} Monogatari],The_Tale_of_Genji,True,7,4,0,17,"{'entity': 'I-MISC', 'score': 0.79679227, 'index': 1, 'word': 'The', 'start': 0, 'end': 3}"
3929,3929,"In this novel, one character's attempt to see the title character in a parade ends with her carriage being damaged by the title character's wife's servants. Another character is always given away by his plum blossom scent. The latter character is Kaoru and the former is the Lady Rakujo, whose spirit possesses Lady Aoi and a character who shares her name with this work's (*) author. The title character is the son of the Emperor and a concubine. For 10 points, name this Japanese novel about Heian court life, written by Murasaki Shikibu.",The Tale of {Genji} [or {Genji} Monogatari],The_Tale_of_Genji,True,6,4,0,17,"{'entity': 'I-MISC', 'score': 0.79679227, 'index': 1, 'word': 'The', 'start': 0, 'end': 3}"
3930,3930,".The early history of this country includes the Battle of Cepeda and constitutions written in the years 1819 and 1826, the second of which was overthrown along with Bernardino Rivadavia after he failed to obtain sufficient popular support",{Argentina} [or {Argentine} Republic; or Republica {Argentina}],Battle_of_Agincourt,False,2,3,0,19,"{'entity': 'I-MISC', 'score': 0.93438673, 'index': 1, 'word': 'Battle', 'start': 0, 'end': 6}"
3931,3931,".The early history of this country includes the Battle of Cepeda and constitutions written in the years 1819 and 1826, the second of which was overthrown along with Bernardino Rivadavia after he failed to obtain sufficient popular support. One of its dictators, who was toppled by forces led by Justo Jose de Urquiza at the Battle of Caseros, was Juan Manuel de (*) Rosas",{Argentina} [or {Argentine} Republic; or Republica {Argentina}],Battle_of_Agincourt,False,3,3,0,19,"{'entity': 'I-MISC', 'score': 0.93438673, 'index': 1, 'word': 'Battle', 'start': 0, 'end': 6}"
3932,3932,".The early history of this country includes the Battle of Cepeda and constitutions written in the years 1819 and 1826, the second of which was overthrown along with Bernardino Rivadavia after he failed to obtain sufficient popular support. One of its dictators, who was toppled by forces led by Justo Jose de Urquiza at the Battle of Caseros, was Juan Manuel de (*) Rosas. After the Great Depression and World War II, this country's descamisados, or ""shirtless ones,"" helped usher in the rule of Juan Peron",{Argentina} [or {Argentine} Republic; or Republica {Argentina}],Argentina,True,4,1,0,9,"{'entity': 'I-LOC', 'score': 0.9995578, 'index': 1, 'word': 'Argentina', 'start': 0, 'end': 9}"
3933,3933,".The early history of this country includes the Battle of Cepeda and constitutions written in the years 1819 and 1826, the second of which was overthrown along with Bernardino Rivadavia after he failed to obtain sufficient popular support. One of its dictators, who was toppled by forces led by Justo Jose de Urquiza at the Battle of Caseros, was Juan Manuel de (*) Rosas. After the Great Depression and World War II, this country's descamisados, or ""shirtless ones,"" helped usher in the rule of Juan Peron. For 10 points, name this country ruled from Buenos Aires",{Argentina} [or {Argentine} Republic; or Republica {Argentina}],Buenos_Aires,False,5,2,0,12,"{'entity': 'I-LOC', 'score': 0.99570835, 'index': 1, 'word': 'Buenos', 'start': 0, 'end': 6}"
3934,3934,".The early history of this country includes the Battle of Cepeda and constitutions written in the years 1819 and 1826, the second of which was overthrown along with Bernardino Rivadavia after he failed to obtain sufficient popular support. One of its dictators, who was toppled by forces led by Justo Jose de Urquiza at the Battle of Caseros, was Juan Manuel de (*) Rosas. After the Great Depression and World War II, this country's descamisados, or ""shirtless ones,"" helped usher in the rule of Juan Peron. For 10 points, name this country ruled from Buenos Aires.",{Argentina} [or {Argentine} Republic; or Republica {Argentina}],Buenos_Aires,False,6,2,0,12,"{'entity': 'I-LOC', 'score': 0.99570835, 'index': 1, 'word': 'Buenos', 'start': 0, 'end': 6}"
3935,3935,"The early history of this country includes the Battle of Cepeda and constitutions written in the years 1819 and 1826, the second of which was overthrown along with Bernardino Rivadavia after he failed to obtain sufficient popular support. One of its dictators, who was toppled by forces led by Justo Jose de Urquiza at the Battle of Caseros, was Juan Manuel de (*) Rosas. After the Great Depression and World War II, this country's descamisados, or ""shirtless ones,"" helped usher in the rule of Juan Peron. For 10 points, name this country ruled from Buenos Aires.",{Argentina} [or {Argentine} Republic; or Republica {Argentina}],Buenos_Aires,False,5,2,0,12,"{'entity': 'I-LOC', 'score': 0.99570835, 'index': 1, 'word': 'Buenos', 'start': 0, 'end': 6}"
3936,3936,".In the second movement of one of this composer's works, a passage evoking La Marseillaise succeeds the Lutheran hymn ""A Mighty Fortress Is Our God",Achille-Claude {Debussy},1812_Overture,False,2,2,0,13,
3937,3937,".In the second movement of one of this composer's works, a passage evoking La Marseillaise succeeds the Lutheran hymn ""A Mighty Fortress Is Our God."" That work, In Black and White, was composed at roughly the same time as his Cello Sonata",Achille-Claude {Debussy},Cello,False,3,1,0,5,
3938,3938,".In the second movement of one of this composer's works, a passage evoking La Marseillaise succeeds the Lutheran hymn ""A Mighty Fortress Is Our God."" That work, In Black and White, was composed at roughly the same time as his Cello Sonata. A flute solo represents the title character in his setting of the Mallarmé poem (*) Prelude to the Afternoon of a Fawn",Achille-Claude {Debussy},Cello,False,4,1,0,5,
3939,3939,".In the second movement of one of this composer's works, a passage evoking La Marseillaise succeeds the Lutheran hymn ""A Mighty Fortress Is Our God."" That work, In Black and White, was composed at roughly the same time as his Cello Sonata. A flute solo represents the title character in his setting of the Mallarmé poem (*) Prelude to the Afternoon of a Fawn. ""Play of the Waves"" is the title of the second movement of his symphony La Mer",Achille-Claude {Debussy},Cello,False,5,1,0,5,
3940,3940,".In the second movement of one of this composer's works, a passage evoking La Marseillaise succeeds the Lutheran hymn ""A Mighty Fortress Is Our God."" That work, In Black and White, was composed at roughly the same time as his Cello Sonata. A flute solo represents the title character in his setting of the Mallarmé poem (*) Prelude to the Afternoon of a Fawn. ""Play of the Waves"" is the title of the second movement of his symphony La Mer. For 10 points, name this French composer whose Suite Bergamesque includes the song ""Claire de Lune",Achille-Claude {Debussy},Cello,False,6,1,0,5,
3941,3941,".In the second movement of one of this composer's works, a passage evoking La Marseillaise succeeds the Lutheran hymn ""A Mighty Fortress Is Our God."" That work, In Black and White, was composed at roughly the same time as his Cello Sonata. A flute solo represents the title character in his setting of the Mallarmé poem (*) Prelude to the Afternoon of a Fawn. ""Play of the Waves"" is the title of the second movement of his symphony La Mer. For 10 points, name this French composer whose Suite Bergamesque includes the song ""Claire de Lune.""",Achille-Claude {Debussy},Cello,False,7,1,0,5,
3942,3942,"In the second movement of one of this composer's works, a passage evoking La Marseillaise succeeds the Lutheran hymn ""A Mighty Fortress Is Our God."" That work, In Black and White, was composed at roughly the same time as his Cello Sonata. A flute solo represents the title character in his setting of the Mallarmé poem (*) Prelude to the Afternoon of a Fawn. ""Play of the Waves"" is the title of the second movement of his symphony La Mer. For 10 points, name this French composer whose Suite Bergamesque includes the song ""Claire de Lune.""",Achille-Claude {Debussy},Cello,False,6,1,0,5,
3943,3943,".This man concluded that the mathematical difficulties inherent in solving his system of ten namesake field equations presented a ""serious impediment"" to advancement of one theory",Albert Einstein,General_relativity,False,2,2,0,18,
3944,3944,".This man concluded that the mathematical difficulties inherent in solving his system of ten namesake field equations presented a ""serious impediment"" to advancement of one theory. His namesake model of solids was a precursor of the Debye model, and he also showed that the law E equals h nu is not specific to (*) blackbody radiation",Albert Einstein,General_relativity,False,3,2,0,18,
3945,3945,".This man concluded that the mathematical difficulties inherent in solving his system of ten namesake field equations presented a ""serious impediment"" to advancement of one theory. His namesake model of solids was a precursor of the Debye model, and he also showed that the law E equals h nu is not specific to (*) blackbody radiation. His namesake relation deals was introduced in one of his papers on Brownian motion",Albert Einstein,Brownian_motion,False,4,2,0,15,
3946,3946,".This man concluded that the mathematical difficulties inherent in solving his system of ten namesake field equations presented a ""serious impediment"" to advancement of one theory. His namesake model of solids was a precursor of the Debye model, and he also showed that the law E equals h nu is not specific to (*) blackbody radiation. His namesake relation deals was introduced in one of his papers on Brownian motion. He won the Nobel Prize in Physics for his work on the photoelectric effect, but is best known for a theory which predicts length contraction and time dilation",Albert Einstein,Brownian_motion,False,5,2,0,15,
3947,3947,".This man concluded that the mathematical difficulties inherent in solving his system of ten namesake field equations presented a ""serious impediment"" to advancement of one theory. His namesake model of solids was a precursor of the Debye model, and he also showed that the law E equals h nu is not specific to (*) blackbody radiation. His namesake relation deals was introduced in one of his papers on Brownian motion. He won the Nobel Prize in Physics for his work on the photoelectric effect, but is best known for a theory which predicts length contraction and time dilation. For 10 points, name this formulator of the theory of general relativity",Albert Einstein,General_relativity,False,6,2,0,18,
3948,3948,".This man concluded that the mathematical difficulties inherent in solving his system of ten namesake field equations presented a ""serious impediment"" to advancement of one theory. His namesake model of solids was a precursor of the Debye model, and he also showed that the law E equals h nu is not specific to (*) blackbody radiation. His namesake relation deals was introduced in one of his papers on Brownian motion. He won the Nobel Prize in Physics for his work on the photoelectric effect, but is best known for a theory which predicts length contraction and time dilation. For 10 points, name this formulator of the theory of general relativity.",Albert Einstein,General_relativity,False,7,2,0,18,
3949,3949,"This man concluded that the mathematical difficulties inherent in solving his system of ten namesake field equations presented a ""serious impediment"" to advancement of one theory. His namesake model of solids was a precursor of the Debye model, and he also showed that the law E equals h nu is not specific to (*) blackbody radiation. His namesake relation deals was introduced in one of his papers on Brownian motion. He won the Nobel Prize in Physics for his work on the photoelectric effect, but is best known for a theory which predicts length contraction and time dilation. For 10 points, name this formulator of the theory of general relativity.",Albert Einstein,General_relativity,False,6,2,0,18,
3950,3950,".At the end of this novel, help comes to the main characters' village from the agricultural expert Napoleon Letsitsi","{Cry}, {the Beloved Country}",Napoleon,False,2,1,0,8,"{'entity': 'I-PER', 'score': 0.49794343, 'index': 1, 'word': 'Napoleon', 'start': 0, 'end': 8}"
3951,3951,".At the end of this novel, help comes to the main characters' village from the agricultural expert Napoleon Letsitsi. One character in this work follows his cousin Matthew and Johannes Parfuri and is defended by Mr","{Cry}, {the Beloved Country}",Napoleon,False,3,1,0,8,"{'entity': 'I-PER', 'score': 0.49794343, 'index': 1, 'word': 'Napoleon', 'start': 0, 'end': 8}"
3952,3952,".At the end of this novel, help comes to the main characters' village from the agricultural expert Napoleon Letsitsi. One character in this work follows his cousin Matthew and Johannes Parfuri and is defended by Mr. Carmichael in a murder trial","{Cry}, {the Beloved Country}",Napoleon,False,4,1,0,8,"{'entity': 'I-PER', 'score': 0.49794343, 'index': 1, 'word': 'Napoleon', 'start': 0, 'end': 8}"
3953,3953,".At the end of this novel, help comes to the main characters' village from the agricultural expert Napoleon Letsitsi. One character in this work follows his cousin Matthew and Johannes Parfuri and is defended by Mr. Carmichael in a murder trial. This work starts with the main character leaving the village of Ndotsheni when he gets news that his sister Gertrude is sick","{Cry}, {the Beloved Country}",Napoleon,False,5,1,0,8,"{'entity': 'I-PER', 'score': 0.49794343, 'index': 1, 'word': 'Napoleon', 'start': 0, 'end': 8}"
3954,3954,".At the end of this novel, help comes to the main characters' village from the agricultural expert Napoleon Letsitsi. One character in this work follows his cousin Matthew and Johannes Parfuri and is defended by Mr. Carmichael in a murder trial. This work starts with the main character leaving the village of Ndotsheni when he gets news that his sister Gertrude is sick. That character's son (*) Absalom killed Arthur Jarvis","{Cry}, {the Beloved Country}","Cry,_the_Beloved_Country",True,6,4,0,24,
3955,3955,".At the end of this novel, help comes to the main characters' village from the agricultural expert Napoleon Letsitsi. One character in this work follows his cousin Matthew and Johannes Parfuri and is defended by Mr. Carmichael in a murder trial. This work starts with the main character leaving the village of Ndotsheni when he gets news that his sister Gertrude is sick. That character's son (*) Absalom killed Arthur Jarvis. For 10 points, name this work in which Stephen Kumalo goes to Johannesburg, which was written by Alan Paton","{Cry}, {the Beloved Country}","Cry,_the_Beloved_Country",True,7,4,0,24,
3956,3956,".At the end of this novel, help comes to the main characters' village from the agricultural expert Napoleon Letsitsi. One character in this work follows his cousin Matthew and Johannes Parfuri and is defended by Mr. Carmichael in a murder trial. This work starts with the main character leaving the village of Ndotsheni when he gets news that his sister Gertrude is sick. That character's son (*) Absalom killed Arthur Jarvis. For 10 points, name this work in which Stephen Kumalo goes to Johannesburg, which was written by Alan Paton.","{Cry}, {the Beloved Country}","Cry,_the_Beloved_Country",True,8,4,0,24,
